Source	CreatedDateTimeUtc	Category	Score	Score contextRequired	Score text	ID	SourceUri	User	Content
rtvslo	2014-02-15 10:14:00	Šport	3.0	false	1.0	12284.0	http://www.rtvslo.si/sport/oi-2014/alpsko-smucanje/video-tini-maze-nova-medalja-usla-le-za-desetinko/329931	alikasmučanje	To Anna ! Ful vesela za njo ! Kajsa Kling je imela pri predzadnjem merjenju vmesnega časa 5 stotink prednosti pred Anno, a je potem odstopila. Tina v VSL pa spet na polno ! Glavno, da maš zlato !
rtvslo	2012-05-31 08:38:00	Gospodarstvo	3.0	false	1.0	10737.0	http://www.rtvslo.si/slovenija/stanovanjski-sklad-bo-kupil-za-40-milijonov-evrov-stanovanj-in-jih-ponudil-na-trgu/284231	fertuntek	Jaz pa mislim, da je to ena boljših potez zadnjih let, da sklad lansira na trg cenejše cene stanovanj, to bo konkurenco zganilo, da ne bodo cepetali na mestu, ampak bodo prisiljeni tudi svoje cene spustiti pod cene sklada--- V vsakem primeru bi mogel profitirati tisti, ki kupuje, ali jemlje v najem...  Nič slabega--trg nepremičnin stoji---treba ga je zbuditi!
24ur	2015-10-31 19:49:00	Šport	3.0	false	0.0	8074.0	http://www.24ur.com/sport/nogomet/1_snl/prenos-v-zivo-maribor-rudar.html	stajerskalegenda1945	Bravo Tavares in druscina. Odlicno sta odgovorili na vodstvo rudarja.
rtvslo	2014-10-27 20:33:00	Gospodarstvo	3.0	false	0.0	11731.0	http://www.rtvslo.si/gospodarstvo/cenejsa-bencin-in-dizel/349715	kralj matjaž	K_ris To pomeni da so davki previsoki in da trg ne more delovati, kar je slabo za potrošnika.
rtvslo	2011-05-21 19:56:00	Šport	2.0	false	1.0	8224.0	http://www.rtvslo.si/sport/nogomet/prva-liga/beric-po-preobratu-v-ajdovscini-zadel-za-deveti-naslov-maribora/258056	zogg	ŠAMPIONI!!!!
rtvslo	2015-04-07 12:05:00	Gospodarstvo	3.0	false	1.0	9849.0	http://www.rtvslo.si/gospodarstvo/marca-obcutno-vec-zaposlitev-brezposelnost-se-je-zmanjsala-po-vsej-sloveniji/362283	antipopulist	Lahko pišete kar hočete - pravice do jamranja nam ne bo vzel nihče!!! To je naša religija.
rtvslo	2015-09-24 14:01:00	Gospodarstvo	3.0	false	-1.0	10548.0	http://www.rtvslo.si/gospodarstvo/volkswagen-z-merjenji-izpustov-zavajal-tudi-v-evropi/374753	pozitivc	mogoče bo pa to povod v množično elektrifikacijo avtov.  Ja, lahko si tud kako teorijo zarote zamilimo, saj je Tesla svetlobno leto pred evropsko konkurencu, pa če se res še google pa Apple spravta avte delat, lahk evropske znamke kar začnejo zapirat vrata. Prav jim je....kaj pa tolk nalašč čakajo in bremzajo prodajo električnih.  Renault ma zanimi koncept z rentanjem baterij, ampak je cena izposoje lih tolk, da se ga ne splača met. Če bi imel ceno nameto 80 eur le 50 eur, bi ga množično prodajal, tako pa...
rtvslo	2015-04-07 16:12:00	Gospodarstvo	3.0	false	0.0	9781.0	http://www.rtvslo.si/gospodarstvo/marca-obcutno-vec-zaposlitev-brezposelnost-se-je-zmanjsala-po-vsej-sloveniji/362283	partibrejker	Koliko je zaposlenih v Sloveniji ? Kaksna je sprememba od lanskega leta?
24ur	2015-03-19 19:46:00	Drugo	3.0	false	1.0	13033.0	http://www.24ur.com/novice/gospodarstvo/od-junija-v-london-tudi-iz-maribora-priloznost-za-razvoj-mariborskega-turizma.html?bl=0	CyChick8	Oooo, super novica!!
rtvslo	2013-09-20 18:46:00	Šport	3.0	false	1.0	10133.0	https://www.rtvslo.si/sport/odbojka/ep-v-odbojki-2013/pravljicen-uvod-v-prvenstvo-padli-evropski-prvaki-srbi/318183	jurica	No morem se popraviti. Lepo se prenos prestavili na SLO3... Upam,da bo tudi v bodoče to postala stalna praksa.
rtvslo	2015-01-24 13:16:00	Gospodarstvo	3.0	false	-1.0	10749.0	https://www.rtvslo.si/evropska-unija/cene-nepremicnin-v-sloveniji-najbolj-padle-na-irskem-najbolj-poskocile/356629	galoper	Cene v tržnem gospodarstvu so rezultat ponudbe in povpraševanja. Primerjava z drugimi državami nima funkcijske povezave, le naivnemu posnemanju je lahko namenjena.
rtvslo	2014-10-27 18:54:00	Gospodarstvo	3.0	false	0.0	11692.0	http://www.rtvslo.si/gospodarstvo/cenejsa-bencin-in-dizel/349715	Mimobeznik	the law1 - kot prvo so ZDA velika proizvajalka nafte in danes pokrijejo že okoli 70% svojih potreb.  Kot drugo je cena goriva v ZDA politika, visoke cene bi pomenile zelo močno orožje za nasprotno stran v političnih kampanjah (glede na to, koliko se Američani prevažajo po cestah, železnicah in zraku, z zelo požrešnimi stroji)... ko bi se to poznalo še pri gospodarski rasti, bi republikanci popolnoma ponoreli.
24ur	2014-02-26 16:17:00	Šport	3.0	false	1.0	12065.0	http://www.24ur.com/tina-maze-nominirana-za-najvisje-sportno-priznanje-na-svetu.html?ar=	Pošten Zvezdaš	Bravo naša Tina ,kako lepo se sliši ,ne samo v Sloveniji ampak tudi po svetu.,kje ste sedaj navoščlivci ne Slovenci.
rtvslo	2014-08-04 06:30:00	Drugo	3.0	false	0.0	12846.0	http://www.rtvslo.si/moja-generacija/iz-katerega-zaklja-vzeti-denar-za-skupno-promocijo-slovenije-kot-turisticne-destinacije/342610	tolmayer	Meni pa se stalno poraja dvom, ali je ob vsem tem kako se čimbolj tržiti in privabit čimveč ljudi in postati čimbolj prepoznavni... to sploh res dobro?  Ker kaj pa če je glavna vrednost Slovenije, tudi v očeh turistov, ohranjena pristnost dežele in narave in ne prevelika obremenjenost s pozidavami povsod? Ali se zavedamo, da tujini že primanjkuje prostorov kamor se človek lahko umakne ...da sploh lahko pride v stik z naravo in s seboj?  Mora Slovenija res slediti zahodu v vsem?  Povem še to, da so Ciper, skoraj prevzeli bogati Ruski priseljenci... ki že vidno vplivajo na življenje in podobo tega otoka. Tam težko še najdeš pristno okolje...ampak prej nočne klube itd. Si res želimo postati tako zelo prepoznavni in servilni in se razprodati vsakomur ki pokaže denar?   Toliko v razmislek, da bi ob razvoju morali premisliti kakšen naj bi ta bil in kakšne programe za zaščito okolja in kulture ob tem voditi.   Srečno Slovenija.
rtvslo	2014-10-27 18:54:00	Gospodarstvo	3.0	false	-1.0	11618.0	http://www.rtvslo.si/gospodarstvo/cenejsa-bencin-in-dizel/349715	jakaribic	Sicer pa ljudje ni vam všeč če se cene znižajo, hkrati vam ni všeč če se zvišajo. Kako naj Slovencu kdo ugodi?
rtvslo	2015-11-01 20:08:00	Gospodarstvo	3.0	true	0.0	9517.0	http://www.rtvslo.si/gospodarstvo/nadzornik-belic-zamenjava-na-vrhu-sdh-ja-ni-bila-politicna/377648	RoSeR	Malo drugače v naši bližini ...
24ur	2015-09-25 13:54:00	Gospodarstvo	3.0	false	0.0	10571.0	http://www.24ur.com/novice/gospodarstvo/afera-vw-slovenija-ne-bo-dodatno-preverjala-izpuhov-zadostovale-naj-bi-ugotovitve-evropskih-laboratorijev.html?bl=1	Trend01	"Večje vprašanje je kako se bo evropski kupec (in kitajski) odvzval na to. Dejstvo je, da je kvaliteta teh 11.000.000 avtomobilov povsem enaka kot je bila pred afero. Nič ni drugačnega. Ali se bo kupec motorja 2.0TDI počutil ogoljufanega, razočaranega, ""nategnjenega"" ali mu je vseeno? Saj je ""Nemec""; že vedo kaj delajo. To, da VW nosi le 2,8% dobička na avto - mi ne bodo prodajali. Že doooolgo se govori, da je cena golfa s traku 8-9.000 eur. In bi kar verjel. Kdo dejansko gleda koliko izpuha ima? Bil sem v prodaji avtomobilov. Gre nekako sledeče: ta avto mi je všeč? Koliko stane? In koliko popusta dobim? Samo 10%? Dejansko ga pri dilerju dobiš za okoli 15-17%. Iz prve roke. Golf IV 1.4 TSI. Oni pa o 2,8% marži..... Skratka, kupec ve kateri avto bo kupil. Kupec golfa bo šel morda na passata in podobno. Ne gre drugače."
24ur	2013-12-10 18:33:00	Šport	3.0	false	1.0	11960.0	http://www.24ur.com/sport/zimski_sporti/lindsey-vonn-razmislja-da-do-socija-ne-bo-vec-nastopala.html?bl=0	Đole Skopušnik	"Nekatere "" svetovno znane "" smučarke se loh v dolino spuščajo še naslednjih 65 let, pa ne bodo presegle Vonnove. Da o karizmatičnosti sploh ne pišem, pa to."
rtvslo	2012-04-22 19:52:00	Šport	3.0	false	-1.0	8230.0	http://www.rtvslo.si/sport/nogomet/prva-liga/foto-maribor-z-osmico-potrdil-deseti-naslov/281629	gringos1	Tako gospoda ljubljanska,celtic,legenda7 in njim podobnim. Kje ste zdaj tisti ki ste govorili pa se bahali kako je olimpija daleč pred vsemi in ba MB nima šans?? Še mura vas bo prehitela!! NK Maribor do skupinskega dela lige prvakov!! Mura pa do skupinskega dela Eurolige!!! Za olimpijo pa tako vemo,da jim bo zmanjkalo banan,in bodo na hardcore pušili v 1.predkrogu !!!!!  http://www.youtube.com/watch?v=REM5snfN3 1s
rtvslo	2015-07-06 10:34:00	Politika	3.0	false	1.0	10974.0	http://www.rtvslo.si/evropska-unija/cipras-na-nova-pogajanja-v-imenu-vseh-grkov/369093	yanis	@rooster  Grčija ima pomembno strateško lego.  Ne vem če jo bo Evropa kar pustila da oddide.  Rusi in Kitajci bodo zelo veseli kakšne zaveznice v tem delu sveta - američani pa tega seveda ne bodo pustili. Zelo neverjetno je, da bi EU in Amerik kar pustili Grčijo da bankrotira.    Poleg tega je tudi priljubljena turistična destinacija. Nemce najbrž pride ceneje, če upokojence pošljejo v Grčijo na počitnice, kakor da bi jih vzdrževali doma.
rtvslo	2014-03-09 15:13:00	Šport	3.0	false	1.0	8368.0	http://www.rtvslo.si/sport/zimski-sporti/freund-prvi-nemec-po-letu-2000-z-zmago-v-oslu-prevc-11/331678	mile	Uf, do zadnjih petih skakalcev je kazalo, da bodo vetrovne razmere botrovale končnemu razpletu, potem pa so nas popolnoma demantirali najboljši skakalci letošnje zime. Žal med njimi ni bilo Perota ... vseeno bi jaz počakal na njegov drugi skok, potem bomo pa bolje lahko ocenili, ali mu je forma resnično padla ali ne. Še v kvalifikacijah v Trondheimu je skočil zares izjemno, kar težko verjamem, da bi se mu zgolj zaradi tiste napake na tekmi v Trondheimu vse skupaj čez noč kar podrlo.   Ajde Pero, odpravit napake in gremo v dno!!
24ur	2013-12-05 14:42:00	Šport	2.0	true	0.0	11942.0	http://www.24ur.com/tina-maze-ja-precej-sokantno-je-vse-skupaj-a-ni-tako-crno.html?bl=1	NAŠI	IN ŠE VEDNO..
24ur	2013-11-06 13:40:00	Drugo	3.0	false	0.0	13013.0	http://www.24ur.com/novice/gospodarstvo/zaposlovanje-tujina.html?ts=1397162042&stream_cat=4	LockheedMartin	Ima kdo kakšne informacije, kako je s tem v Ameriki (ZDA, Kanada)? Letos sem se namreč prijavil na Green card lottery... ker nimam v Ameriki nobenih bližnjih sorodnikov, bom pač poskusil to možnost. Znanec je bil v ZDA pol leta in je rekel, da če hočeš delat, potem komot najdeš službo. Sicer je on imel to prednost, da je bival pri sorodnikih. Vem, da ZDA niso več kar so bile, ampak se po moje dosti več da tam nardit kot pri nas. Evropa me glih ne vleče, predvsem zaradi jezikov, angleščino pa obvladam.
rtvslo	2015-10-06 18:56:00	Šport	3.0	false	1.0	9013.0	http://www.rtvslo.si/sport/zimski-sporti/ni-tine-maze-ni-panike-za-slovenske-smucarje/375686	tsinamuh0	Športnikom želim veliko uspehov, zlasti skakalcem. Brez Tine bo težko v smučanju, ampak ocenjevali bomo predvsem napredek. Najboljše pri vsej PR-sponzorski akciji, pa je, da prodajalca raka (direktorja ŠZS, očitno so taki ljudje pri nas ''vodilni'') ni na slikah, ker bi vse pokvaril.
rtvslo	2015-07-14 19:43:00	Šport	3.0	false	0.0	12378.0	http://www.rtvslo.si/sport/nogomet/razplet-po-vijolicastih-zeljah-zmaga-brez-prejetega-gola/369697	mihac	Prenos samo na spletni strani nk Maribor
rtvslo	2015-08-31 14:01:00	Gospodarstvo	3.0	false	1.0	8866.0	http://www.rtvslo.si/gospodarstvo/gospodarska-rast-lani-3-odstotna-cerar-pot-iz-krize-je-zahtevna/372862	bilboa	Sploh ni važno, kaj statistike pravijo. Meni je samo važno kaj imam jaz v žepu. Še sreča za izvoz
finance	2014-04-02 17:33:00	Gospodarstvo	3.0	false	0.0	9234.0	http://www.finance.si/8503553/Jankovi%C4%87-v-celoti-prevzel-Sod	COP	Včeraj je vodenje Soda prevzel Matej Pirc - kdo je in kaj si lahko obetamo od njega Asignacije.
24ur	2015-09-27 14:50:00	Gospodarstvo	3.0	false	0.0	10593.0	http://www.24ur.com/novice/svet/volkswagen-mora-v-desetih-dneh-pripraviti-ukrepe-in-casovnico-za-doseg-okoljskih-standardov.html?bl=0	dinamitek	okol izpustov se užigajo pa sam zelene države, USA, Indija, sam Avstralija mal vn stoji
24ur	2014-02-26 16:49:00	Šport	3.0	false	-1.0	11911.0	http://www.24ur.com/tina-maze-nominirana-za-najvisje-sportno-priznanje-na-svetu.html?ar=	ateistek	"Ja a še ne bo konca tega medijskega posiljevanja s tem ""super človekom"" ? Ja,huuuuuda je, pa kaj? Naj zato zdaj skačem po trepalnicah od navdušenja?"
rtvslo	2013-12-30 06:38:00	Šport	3.0	false	0.0	12095.0	https://www.rtvslo.si/sport/preostali-sporti/foto-leta-od-soka-tine-maze-do-brivskega-manevra-z-drsalko/325792	raurbef	Zmaga slika karte FC Koper NK Olimpija
rtvslo	2015-06-15 12:21:00	Gospodarstvo	2.0	true	0.0	9347.0	http://www.rtvslo.si/gospodarstvo/sdh-zavrnil-dodatne-pogoje-cinvena-telekom-za-zdaj-ostaja-v-slovenskih-rokah/367539	CtrlDelete	Ne prodat!
24ur	2013-08-14 11:46:00	Drugo	3.0	false	-1.0	13025.0	http://www.24ur.com/evroobmocje-je-izslo-iz-recesije.html?ar=	laudanFrdaman	Škoda ker Slovenija ni v evroobmočju....
24ur	2014-02-26 14:16:00	Šport	2.0	false	0.0	11908.0	http://www.24ur.com/tina-maze-nominirana-za-najvisje-sportno-priznanje-na-svetu.html?ar=	g-tocka	Samo 30% igralcev lahko preseže mejo 100 metrov na smučarski skakalnici. Vašemu prijatelju je že uspelo. Lahko tudi vam? Pojdite skakat na: s1.skijumpmania.com/r50261
finance	2009-07-23 12:12:00	Šport	3.0	false	0.0	8923.0	http://www.finance.si/253400/Kako-so-v-resnici-nastale-elanke-carving	longbow78	Kar je meni znano so skandinavci smučali na podobnih smučeh že sto let nazaj. Narejena so bila iz lesa in seveda brez kovinskih robnikov. Oblika pa slična današnjim carving smučem.
24ur	2013-02-28 19:03:00	Šport	3.0	false	1.0	10181.0	http://www.24ur.com/sport/zimski_sporti/prevc-spet-v-igri-za-medaljo.html?ar=	fcb4ever	svaka čast peter, bron, srebro v soboto pa po zlato ekipno medaljo, ob takih trenutkih je ves trud poplačan.. še enkrat čestitke, pero-mišica!
finance	2015-10-01 11:20:00	Gospodarstvo	3.0	false	-1.0	10324.0	http://www.finance.si/8836445/Nyberg-Izpla%C4%8Dali-nismo-ni%C4%8D-kar-ne-bi-bilo-v-skladu-z-merili	FIN-311684	Sprašujemo se kako bo vlada, ki ni sposobna obvladati Manssona&co., ustavila Štruklja&co?
finance	2015-06-27 16:21:00	Politika	3.0	true	0.0	10918.0	http://www.finance.si/8824291/Premier-Cipras-je-napovedal-referendum	FIN-366791	Sedaj bo ljudstvo povedalo, ali želi standard demokratičnega socializma ali svobodnega kapitalizma ? Ali želi enakost ali enakopravnost ter zaščito človekovih pravic v vseh sferah družbenega življenja, brez nestrpnosti do drugačnih ( npr. bogatih, izobraženih, inovativnih, sposobnih, podjetnih,... ?
finance	2014-03-23 18:52:00	Šport	3.0	false	-1.0	8345.0	http://www.finance.si/8502884/(foto)-Prevc-zmagal-na-tekmi-v-Planici-skupno-kon%C4%8Dal-na-drugem-mestu	apollo2	Čestitam vsem slovenskim športnikom za uspehe, ki so jih dosegli v zadnjem obdobju. Ko opazujem naše politike, ki se poigravajo in prepirajo v političnem peskovniku in ko podoživljam vse večjo tajkunizacijo izropanega premožanja, ki smo ga ustvarjali v preteklih desetletjih se mi zazdi, kot da ti uspešni športniki ne spadajo v našo državo.
finance	2014-08-13 09:46:00	Gospodarstvo	2.0	false	0.0	9528.0	http://www.finance.si/8807687/Povpre%C4%8Dna-Slovenija	xelle2000	@TadejK:  Nismo najbolj zgarani v evrskem območju, smo pa po podatkih Eurostata drugi najslabši v EU-28 po številu let zdravega življenja po rojstvu (pred Slovaško)   Povprečje EU-28: 61,9 Slovenija: 55,6   epp.eurostat.ec.euro...0&plugin=0  Short Description: The indicator Healthy Life Years (HLY) at birth measures the number of years that a person at birth is still expected to live in a healthy condition. HLY is a health expectancy indicator which combines information on mortality and morbidity. The data required are the age-specific prevalence (proportions) of the population in healthy and unhealthy conditions and age-specific mortality information. A healthy condition is defined by the absence of limitations in functioning/disability. The indicator is calculated separately for males and females. The indicator is also called disability-free life expectancy (DFLE).
finance	2014-03-24 00:40:00	Šport	3.0	false	-1.0	8334.0	http://www.finance.si/8502916/Peter-Prevc-je-nova-Tina-Maze	bc123a	Peter Prevc je nova Tina Maze! E? Tina Maze je poleg dobre smucarke se dobra p*, Peter Prevc pa tozadevno vsaj meni ne zbuja skominov...
finance	2014-09-10 14:58:00	Gospodarstvo	3.0	false	0.0	7831.0	http://www.finance.si/8809232/Top%C4%8Dider-na-Majni	MarjanKralj	"Soliden članek, vendar moti pomanjkljivo poznavanje monetaristične filozofije, ki temelji na, sicer klasicistični monetarni enačbi, M*V=P*Y, pri čemer predstavlja M količino denarja v obtoku, V hitrost obračanja denarja, P cenovni indeks (inflacija) in Y prihodek (ali tudi BDP). Torej če vemo, da je potrošnja gospodinjstev, ki v razvitih ekonomijah predstavlja cca 65% BDP drastično upadla, pomeni, da se V ali hitrost obračanja denarja ustavlja. In posledično ne glede na to, koliko centralne banke ""tiskajo"", to ne more bistveno vplivati niti na P ali inflacijo, niti na povečanje BDP. Seveda pa lahko tukaj nastane problem, če bi se ob trenutni količini izdanega denarja na vseh denarnih agregatih (M0+M1+M2), povečala hitrost obračanja torej V (večja potrošnja gospodinjstev). Posledica tega bi bila najprej zmerna inflacija (cca 5% do 10%), kasneje pa tudi hiperinflacija (več kot 20% povišanje cen) - gledano statistično. Seveda imajo centralne banke v takšnem primeru na voljo še inštrument ""sterilizacije"", s katerim načrtno zmanjšujejo obseg denarja v obtoku. Takole malo v dopolnitev članka."
rtvslo	2014-02-01 14:22:00	Šport	2.0	false	0.0	8936.0	http://www.rtvslo.si/sport/zimski-sporti/vogrinec-po-odpovedi-katastrofa-in-morda-stecaj-branika/328823	romeno	popravek ... neopazen način
rtvslo	2015-09-24 15:33:00	Gospodarstvo	3.0	false	-1.0	10534.0	http://www.rtvslo.si/gospodarstvo/volkswagen-z-merjenji-izpustov-zavajal-tudi-v-evropi/374753	arachnoid	melanholik: Primerjaš jabolka in hruške. Velik (1.9,2.0,več) bencinski turbomotor se pelje enako dobro kot primerljivo velik dizel. Osebne izkušnje kažejo da je bolj tiha in mirna vožnja z velikim turbobencinarjem. Atmosferski bencinarji pa imajo več hrupa, več pretikanja, pa še kaj. Ampak potem primerjaj to s SDI, pa bo fer. Prisilno polnjenje pač spremeni pogoje igre, konkretno.
reporter	2015-04-19 20:49:16	Gospodarstvo	3.0	false	-1.0	11552.0	http://www.reporter.si/iz-tiskane-izdaje/koruptni-preganjalec-korupcije-generalni-dr%C5%BEavni-to%C5%BEilec-zvonko-fi%C5%A1er-bi-moral	svobodnik	Ta gniloba rdeča sluzava, bi moral na Dobu sedeti že kdaj,ne pa da odloča o tem ,koga tja poslati.
finance	2012-02-23 09:29:00	Šport	3.0	true	1.0	8601.0	http://www.finance.si/341429/Zoran-Jankovi%C4%87-svetovni-prvak-v-zmagovanju-na-volitvah	FIN-389297	Hočemo carja! Hočemo carja!
24ur	2013-12-05 13:41:00	Šport	3.0	false	1.0	12021.0	http://www.24ur.com/tina-maze-ja-precej-sokantno-je-vse-skupaj-a-ni-tako-crno.html?bl=1	g33ky_fr34k	Tipična slovenska foušija... kako že gre tista - naj crkne še sosedu krava, če je meni... Le da gre v tem primeru za našo najboljšo smučarko vseh časov, ki ji zarad vseh teh uspehov nekateri zavidajo in ne privoščijo, ker sami ne morejo osvojit to kar je osvojila Tina. Zato jo popenjeni in ljubosumni napadate iz vseh strani in želite zmanjševat njene uspehe. Vsi mislite, da vso to znanje in uspehi kar iz lufta priletijo... Al pa ste to sami taki primati oz. klovni, ki si na tak način pozornost iščete z negativnimi komentarji in skrbite za neki šovbiznis. Tina je prišla tako daleč s trdim delom, trudom in garanjem. Če želiš uspet, se je treba odrečt marsikateri stvari. Le redko se najde prosti čas. Pozimi v tekmovalnem delu se je treba selit iz prizorišča na prizorišče, vmes pa še trenirat. Poleti in jeseni pa priprave in treningi v fitnesu in na smučiščih v Novi Zelandiji al pa v Južni Ameriki. Zato vsaka čast Tini, da je Slovenijo popeljala na sam vrh. Lansko sezono je potolkla vso konkurenco. Vse konkurentke so pogorele na celi črti. Že kmalu bo pokazala tisto šampionsko formo, ki jo je krasila lani! Upam, da že v Lake Louisu! Ajde Tina!!! Ne oziraj se na kavčarje, ki te blatijo ker njim ni uspelo kaj takega. Ta pravi Slovenci smo ponosni na vse tvoje uspehe!
rtvslo	2015-07-02 16:48:00	Gospodarstvo	3.0	false	0.0	9329.0	http://www.rtvslo.si/slovenija/kandidati-za-nove-nadzornike-sdh-ja-so/368837	a.orhidejca	in kakšne plače imajo?
finance	2015-08-03 14:02:00	Politika	3.0	false	-1.0	10956.0	http://www.finance.si/8825611/Grk-Janis-Cipras-gor-ali-dol-mi-se-moramo-spremeniti	barclay	Prosim, ce ta clanek sprintate (stiskate) in s priporoceno posiljko posljete nasim borcem pravic in krivic javnega sektoraja Branimirju Struklu - Titeju in Dusanu Semulicu. Prav tako posljite kopijo Luki Mesecu in ostalim poslancem stranke Zdruzena Levica. Racun za postne stroske in tisk pa posljite Koprivnikarju, Ministru za Javno Upravo.
rtvslo	2014-02-15 10:14:00	Šport	3.0	false	1.0	12243.0	http://www.rtvslo.si/sport/oi-2014/alpsko-smucanje/video-tini-maze-nova-medalja-usla-le-za-desetinko/329931	SLOBloodPatriot	@bondi  Hvala ti za odgovor.
24ur	2015-09-27 14:20:00	Gospodarstvo	3.0	false	1.0	10605.0	http://www.24ur.com/novice/svet/volkswagen-mora-v-desetih-dneh-pripraviti-ukrepe-in-casovnico-za-doseg-okoljskih-standardov.html?bl=0	GHJFD	Volvo uber alles
rtvslo	2015-10-15 22:12:00	Gospodarstvo	3.0	false	-1.0	10419.0	http://www.rtvslo.si/gospodarstvo/harjunpaeae-dutb-ne-morem-biti-vas-borec-za-svobodo-najdite-si-svoje-che-guevare/376435	Diliges	Pravijo, da je navečja peklenščkova zmaga ta, da je ljudi prepričal, da ne obstaja. Nekaj podobnega velja za slovenske strice iz ozadja ...
rtvslo	2015-03-08 14:04:00	Šport	3.0	false	-1.0	9162.0	http://www.rtvslo.si/sport/zimski-sporti/kraft-z-daljavo-dneva-do-zmage-v-lahtiju-prevc-cetrti/360005	jast123	tily, tudi Cenetu je dal najslabšo oceno.
rtvslo	2015-09-24 14:51:00	Gospodarstvo	3.0	false	1.0	10509.0	http://www.rtvslo.si/gospodarstvo/volkswagen-z-merjenji-izpustov-zavajal-tudi-v-evropi/374753	Kobelco	vprašanje: ali ta sporna tehnologija pomeni, da motorji niso izpolnjevali tudi zahtevanih EURO norm za katere so bili navedeni? ker programska oprema je lahko enaka, ampak kot gledam na situacijo, lahko nujno potrebna samo za zadostitev strožjih predpisov v ZDA....  drugo vprašanje ki ga mam pa je: kdo se bo še ujel? nekako dvomim da je VW edini. tudi kaj je dejanski namen usega tega zadaj mi je neznanka. teorije zarote so pač prisotne in kakšna niti ni tako za lase privlečena. na koncu pa-lastniki TDI-jev, zanimivo bi bilo videti a se čutite zgoljufane oz kolko folka bi se našlo pri nas ki bi dejansko rekel-ja, poraba je dosti višja od realno pričakovane, prav res je to en ''krš'' od motorja proti drugim znakam. nisem pristaš VAG proizvodov, ampak mislim da majo realno precej nizko porabo...(uporabljam realno, ker upam da se zavedate da usi proizvajalci navajajo nižje cifre kot so realno dosegljive-in tle not je potem pomembna samo osebna izkušnja in mnenje o porabi....usaj tako sam gledam).
finance	2009-07-24 10:24:00	Šport	3.0	false	-1.0	8916.0	http://www.finance.si/253400/Kako-so-v-resnici-nastale-elanke-carving	TA1	"...those were the days....;))  Se spomnim, da je bil odziv, ko smo SCX (Side Cut Experimental) testirali pri prodajalcih v ZDA, da so vesla. V bistvu je samo par ljudi verjelo v to smučo, velika večina na ne (mea culpa - velika lekcija, ki sem se je naučil v karieri je, da mora biti človek odprt in širok).Prav njihovi(Pavel, Jure,Andrej) vztrajnosti (tečnosti? haha) gre zasluga, da je projekt pristal tam kjer je. Je pa treba vzeti v zakup, da so se vmes razvijale tudi tehnologije oplaščenja (Monoblock), ki so naredile smučo bolj seksi. Za uspeh projekta je ""krivih"" kar veliko anonimnežev - elanovcev po srcu in duši.  Je pa tako, da je smučarski trg tako marginalen - samo Slovenci mislimo, da je to nekaj velikega. Prav zato te zadeve bolj vplivajo na nacionalni ponos kot karkoli drugega. Primerjava z Nokio sama po sebi ne vzdrži, ker je mobilni telefon za večino nepogrešljiv, smučarija pa še kako (kar se vidi po padcu trga - leta 1988 je bilo na trg ZDA prodanih iz Elana 250.000 smuči, danes je pa to verjetno celotna kapaciteta trga).  Zgodba z Elanom je pa žalostna sama po sebi - metaforično vsak, ki ima malo srca, živali, ki se muči (ne more živeti niti umreti), da milostni strel. V Sloveniji se najde vedno veliko ""izvedencev"" (s podporo določenih krogov, ki na zemljevidu najdejo samo Spodnji Duplek, kaj več pa ne), ki eksperimentirajo in podaljšujejo to nesrečno agonijo. Mogoče so bile stvari še rešljive par let nazaj (za mene zadnja varianta strateška povezava s Headom), danes pa definitivno ne vidim nobene rešitve pa če še tako mozgam....Srčno upam, da se tako motim kot sem se z SCX-om leta 91, ampak tudi takrat izplen (razen moralnega) ni bil bogve kakšen.  Vseeno: ""...those were the days!""....lepo se je spominjati!"
finance	2014-09-10 10:54:00	Gospodarstvo	3.0	false	0.0	7793.0	http://www.finance.si/8809232/Top%C4%8Dider-na-Majni	BOR	Čeprav ekonomisti tega še vedno nočejo povedati naglas, je vedno bolj jasno, da je sedanji monetarni sistem Ponzi sistem. Obstoj obresti v sedanji obliki zahteva za normalno funkcioniranje sistema vedno več kreditov ali pa - če jih ni - dodajanje denarja v sistem iz drugih kanalov, v tem primeru centralnih bank. Vzdržnost sistema je sedaj možna tako, da se obresti in s tem potreba po povečevanju količine denarja znižujejo proti nič, kar meni deluje kot naravna zakonitost. Varčevanje oziroma cena denarja preko obresti iz novega denarja postaja larifari - pravljica, kjer bodo morali ekonomisti popraviti svoje teorije.
rtvslo	2015-07-20 12:14:00	Gospodarstvo	3.0	false	0.0	11750.0	http://www.rtvslo.si/gospodarstvo/dizel-bo-cenejsi-za-bencin-bo-treba-odsteti-enako-denarja/370036	Binder Dandet	@MucaMaca: Kolikor vem, se gorivo kupuje na podlagi dolgoročnih pogodb. Zato trenutna borzna cena ne igra pretirane vloge. Nadalje za goriva velja neelastičnost povpraševanja, kar vladi, ki regulira zgornjo ceno, koristi pri stabilizaciji tega vira prihodkov (vsi seveda prodajajo po maksimalni dovoljeni).
reporter	2015-12-22 08:18:41	Gospodarstvo	3.0	false	0.0	12465.0	http://www.reporter.si/slovenija/naftni-derivati-%C5%BEe-leta-niso-bili-tako-poceni/57701	joža gulikoža	V Spaniji se dobi diesel po 0,857. V Franciji podobno.
